event_id,project_id,it_project_id,project_name,live_date,design_date,code_date,testing_date,acceptance_date,status,event_desc,date_created,date_updated,created_by,updated_by,deleted
6b28ca2e4b9d055a1e71a7c9937f0b80,662d3f7123478ed16f6505474424d9ee,612762,ETB - <FA FOS> Suppress DFP conflict check for ETB,2-Oct-16,,,,,Not Started,,,,1223,1223,0
90b85bf1caf6eab49506f1446ab8e9eb,662d3f7123478ed16f6505474424d9ee,612763,ETB - <FA FOS> Waiver of minimum rest (to FAR) for ETB,2-Oct-16,,,,,Not Started,,,,1223,1223,0
7b399686865499698851c93c32a7e4d6,662d3f7123478ed16f6505474424d9ee,612764,ETB - FA Connect ETB to FOS,2-Oct-16,,,,,Not Started,,,,1223,1223,0
2996a6798e3c151a890bba9bc9b19d23,662d3f7123478ed16f6505474424d9ee,612765,ETB - FA ETB,2-Oct-16,,,,,Not Started,"Implement ETB for LAA FA by interfacing it with FOS
Subtasks:
Implement changes in ETB for JCBA Section 9,15,26,12
FOS changes to accommodate the use of ETB
Dependency on legality tracker",,,1223,1223,0
c16d0ac6dc299ce98f3d24bb0e70d559,662d3f7123478ed16f6505474424d9ee,612766,FOI - <FA FOS> Identify PHL/CLT international segments (crew meals),1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
e2879172426250fa55c314b5fd033022,662d3f7123478ed16f6505474424d9ee,612767,FOI - <FA FOS> Scheduling misc,2-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
8d3aec45757a13afe7244222b1926a2a,662d3f7123478ed16f6505474424d9ee,612768,FOI - <FA FOS> Sick: Accruals (add LUS before 2018),1-Jan-17,,,,,Not Started,"Changes to FOS to be compliant with JCBA language
Don't need until LUS FA come into FOS",,,1223,1223,0
ffed01fc98fc024b7d6af420a88fb901,662d3f7123478ed16f6505474424d9ee,612769,FOI - <FA FOS> Transfers,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
1bb87a681a81ca5bc62724384029f965,662d3f7123478ed16f6505474424d9ee,612770,FOI - FA FOS - FAs to Self Clear on coming off IODs,1-Mar-16,,,,,Not Started,,,,1223,1223,0
77e624089b4799fff35176b4d4efa90e,662d3f7123478ed16f6505474424d9ee,612772,FOI - FA FOS - Mexico Per Diem ? LAA ? (16.B and 4.A.1),3-Sep-15,,,,,Completed,,,,1223,1223,0
0d648c84ac443f8d86f5146752f55bc6,662d3f7123478ed16f6505474424d9ee,612773,FOI - FA FOS - Pay by Segment for NIPD Vs Sequence ? Section 16 A,1-Mar-16,,,,,Not Started,,,,1223,1223,0
ef319f799db0ec5ef8848741cdd85903,662d3f7123478ed16f6505474424d9ee,612774,FOI - FA FOS - Premiums by sequence (Pay soft time and deadhead time),1-Mar-16,,,,,Not Started,,,,1223,1223,0
038007d38cd363b8d8c0fe5dbbc91162,662d3f7123478ed16f6505474424d9ee,612775,FOI - FA FOS - Understaffing,1-Mar-16,,,,,Not Started,,,,1223,1223,0
e685c07b39a3a1d910946d5d37844585,662d3f7123478ed16f6505474424d9ee,612776,Foreign Language Speaker and Pursers - <FA FOS> International Purser annual obligation,1-Aug-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
c96a107c5ef686d53875ea8d4ef7f919,662d3f7123478ed16f6505474424d9ee,612777,Foreign Language Speaker and Pursers - <FA FOS> Language,2-May-16,,,,,Not Started,"Changes to FOS to be compliant with JCBA language. If done prior to Scuber, work will have to be done in Telaris",,,1223,1223,0
430a855f3fb63bbbb375c92ee9953517,662d3f7123478ed16f6505474424d9ee,612778,Foreign Language Speaker and Pursers - FA Changes required in FAS to ID number of speaker positions on sequence  package,2-May-16,,,,,Not Started,"We would need to have SABRE establish a table to which sequences would cross reference to obtain the values to print.  Then, we would need to identify where on the sequence print-out to place this information and have SABRE make appropriate changes.",,,1223,1223,0
36eb60ad9854834e9f6dc57deaba63c7,662d3f7123478ed16f6505474424d9ee,612779,Holiday Pay - <FA FOS> Holiday Pay (automation),1-Dec-15,,,,,Green,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
e4f39846c808fc9441246e18404e9a85,662d3f7123478ed16f6505474424d9ee,612780,Hours of service - <FA FOS> Hours of service: 0300 Flight segment limitations,2-Jul-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
b4d52151307f27d8be1af409ddcfd68b,662d3f7123478ed16f6505474424d9ee,612781,"Hours of service - <FA FOS> Hours of service: Duty limitations (includes 30 & 7, 35 & 7 for lineholders)",1-Jan-16,,,,,Green,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
b34d62a73fc6ef68bbfb0ab9e1f01c7c,662d3f7123478ed16f6505474424d9ee,612782,Hours of service - <FA FOS> Hours of service: Misc.,2-Jul-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
033452830147c589e3a5272304d9cdff,662d3f7123478ed16f6505474424d9ee,612783,Hours of service - <FA FOS> Hours of service: ODAN,1-Jul-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
7b94c20a965df40dd315a05897976471,662d3f7123478ed16f6505474424d9ee,612784,Hours of service - <FA FOS> Hours of Service: Reserves,1-Dec-16,,,,,Not Started,,,,1223,1223,0
cc52b5e6ba9f846c8642d243569d27f6,662d3f7123478ed16f6505474424d9ee,612785,Hours of service - <FA FOS> Hours of service:Pay and Credit for mid-sequence delays,2-Jul-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
431183aa040f115bce91eec21be9b1f3,662d3f7123478ed16f6505474424d9ee,612786,Hours of service - <FA FOS> Line holders,1-Dec-16,,,,,Not Started,,,,1223,1223,0
778a05ead8b401dbbbe48a81d81ac7df,662d3f7123478ed16f6505474424d9ee,612787,International - <FA FOS> International Deadhead connect times,2-Aug-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
a8539aa564560fe52b1078583c0b0cc6,662d3f7123478ed16f6505474424d9ee,612788,International - <FA FOS> International Non-long/Mid-range duty limitations,2-Aug-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
4e05218e6f4d5848971f790d423962c3,662d3f7123478ed16f6505474424d9ee,612789,International - <FA FOS> IPD 36 hour rest/availability for FA to waive rest to pick something up sooner,1-Aug-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
5ec44dcfdadbb4ee48fe0d32d0c6cb63,662d3f7123478ed16f6505474424d9ee,612790,International - <FA FOS> IPD duty period definition,1-Aug-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
e4b4b118777dd7da45394ab6c194ed49,662d3f7123478ed16f6505474424d9ee,612791,Misc - <FA FOS> Accruals for paid LOA,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
6a558af99f0f8a98e93bfc48a9479574,662d3f7123478ed16f6505474424d9ee,612792,Misc - <FA FOS> Jury duty,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
1fc32cfecab8df02938231358128fd91,662d3f7123478ed16f6505474424d9ee,612793,Misc - <FA FOS> Leaves Misc.,2-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
f0328e7b6825c1ae73f6d847ae64cc63,662d3f7123478ed16f6505474424d9ee,612794,Misc - <FA FOS> Pay and credit Misc.,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
d1edb80f740d878beb6935484b0fadda,662d3f7123478ed16f6505474424d9ee,612795,Misc - <FA FOS> Sick: Auto-closing absences,1-Mar-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
99caf2c38b32f4c210e7cfaf81dcac1b,662d3f7123478ed16f6505474424d9ee,612796,Misc - <FA FOS> Training Continuous Duty,2-May-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
1cb6ce6572959ac3b48561e550035a56,662d3f7123478ed16f6505474424d9ee,612797,Misc - <FA FOS> Vacation Premiums,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
8cfdba282f06cce35bc57e8f355e4376,662d3f7123478ed16f6505474424d9ee,612798,Misc - Provide link from Website to Uniform Vendor for FAs,1-Jul-16,,,,,Not Started,"Create a link to allow FA to go to new uniform vendor website
This is a link within aaflightservices.com",,,1223,1223,0
9b8613877cf472358cba8a01550552d9,662d3f7123478ed16f6505474424d9ee,612799,Misc - Update the Vacation accrual days per year chart for 2016,30-Oct-15,,,,,Completed,Update the Vacation accrual days per year chart for 2016,,,1223,1223,0
c87ddffc80b23ca515556334c05fea9b,662d3f7123478ed16f6505474424d9ee,612800,New Vacation Seniority Days - <FA FOS> Vacation seniority dates for 2016 (Automation),1-Feb-16,,,,,Green,Vacation seniority dates for 2016 (Automation),,,1223,1223,0
2b8e084fdd5b8b92fa77f7e31885275b,662d3f7123478ed16f6505474424d9ee,612801,PBS - <FA FOS> Reserves: Monthly max,1-Dec-16,,,,,Not Started,,,,1223,1223,0
e25f8c941bf5a008ab3f32407addd21c,662d3f7123478ed16f6505474424d9ee,612802,PBS - <FA FOS> Scheduling Golden/Flex count and patterns (w/PBS),1-Dec-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
e6c8570700b3d9e835f3c43a99bcc2dc,662d3f7123478ed16f6505474424d9ee,612803,PBS - <FA FOS> Scheduling HB rest requirement and waiver (w/PBS),1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
2ef0fbb53203a9c1026d8947d7e294dd,662d3f7123478ed16f6505474424d9ee,612804,PBS - <FA FOS> Scheduling Prevent >4 day IPD/Domestic Sequences,2-May-16,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
970e7db025910af8469c4f482315fd39,662d3f7123478ed16f6505474424d9ee,612805,PBS - <FA FOS> Scheduling: Monthly credit window and exceptions,1-Dec-16,,,,,Not Started,,,,1223,1223,0
25321569409ee6562fb3473ed667fe48,662d3f7123478ed16f6505474424d9ee,612806,PBS - <FA FOS> Scheduling: Store MALV (align with PBS),1-Dec-16,,,,,Not Started,,,,1223,1223,0
2b47c03cdb0f55d7084081f43a9d245b,662d3f7123478ed16f6505474424d9ee,612807,PBS - Manage contract language around rotating reserves,1-Jan-17,,,,,Not Started,"Automate the determination of who should be in the pool of the reserve and checking obligation. Interface with PBS data stream, Modification stored on each FA, determine get credit for month?",,,1223,1223,0
fc5c7e72c2774c1746c34d769dd87361,662d3f7123478ed16f6505474424d9ee,612808,PBS - PBS Development work,1-Dec-16,,,,,Not Started,"Implement PBS for FA compliant with FA JCBA and interfaced with FOS
Subtasks:
Implement changes in PBS for Scheduling  Section 10,11,15,14,12
AOS work to implement new rule sets (i.e. Language Speakers), and merge code with Pilot UI
Make changes to FOS to move the bidding process to AOS PBS",,,1223,1223,0
47de5e0cd369e7504b1992bb045a56a8,662d3f7123478ed16f6505474424d9ee,612809,PBS/TBS - Implement changes in TBS for FA Training,1-Dec-16,,,,,Not Started,"Implement TBS  compliant with FA JCBA and interfaced with FOS
Subtasks:
Implement changes in TBS for Section 10,14,26
Training Class scheduling system Integration and LMS (changes for combined FA group)
Implement changes FOS changes to accommodate the use of AOS Training Bidding System
Implement changes in Flight Hub /Services for TBS
Complete the required code to provide the data required to run the AOS TBS system and to upload the award to FOS",,,1223,1223,0
c10f14a69397f5572226210cb2bb1603,662d3f7123478ed16f6505474424d9ee,612810,Report/Release times - <FA FOS> IPD Report/Release times,1-Mar-16,,,,,Green,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
e64c6907a909dac9e39d78e6dcae438f,662d3f7123478ed16f6505474424d9ee,612811,Rescheduling  - <FA FOS> Rescheduling,1-Apr-16,,,,,Green,"Changes to FOS to be compliant with JCBA language. Includes pay protection, sequence protection, illegal through no fault, sequence splits and last live leg",,,1223,1223,0
93c26d49d7a556c84d3a386f27a9b2d8,662d3f7123478ed16f6505474424d9ee,612812,Rescheduling  - <FA FOS> Scheduling Red Flag,2-May-16,,,,,Not Started,"Changes to FOS to be compliant with JCBA language
AKA changes to critical coverage",,,1223,1223,0
3b09e39f7cbd7181e0bc8cea54460fcb,662d3f7123478ed16f6505474424d9ee,612813,Reserve Open Time Assignment - <FA FOS> RAPS,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
e21b9403ea9fdb446801f98bfdc1276b,662d3f7123478ed16f6505474424d9ee,612814,Reserve Open Time Assignment - <FA FOS> Reserves: Aggressive Reserves,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
826a680356e3d3e4c8d049eaaba2f121,662d3f7123478ed16f6505474424d9ee,612815,Reserve Open Time Assignment - <FA FOS> Reserves: Pay protection,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
f60b99e834f0aa7736ad0a0b5d4656b9,662d3f7123478ed16f6505474424d9ee,612816,Reserve Open Time Assignment - <FA FOS> Reserves: Standby,1-Jan-17,,,,,Not Started,,,,1223,1223,0
d94335c445485db2338066792a3b3ae8,662d3f7123478ed16f6505474424d9ee,612817,Reserve Open Time Assignment - <FA FOS> ROTA,1-Jan-17,,,,,Not Started,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
fd6e02b6d55c966b940a9b4e6956f429,662d3f7123478ed16f6505474424d9ee,612818,ROTA - FA Reserve Assignment System (ROTA),1-Jan-17,,,,,Not Started,"Subtasks:
Implement changes in JCBA Section 10,11,15
FOS changes to accommodate the use of Reserve Assignment
Complete the required code to provide the data required for ROTA",,,1223,1223,0
15b5f52873e48f5591b02b2e480072c5,662d3f7123478ed16f6505474424d9ee,612819,Sick - <FA FOS> Sick: Remove premiums for missed trips,1-Dec-16,,,,,Not Started,,,,1223,1223,0
fc8f66b92f9e44a4c69a17d81b8e1ca1,662d3f7123478ed16f6505474424d9ee,612820,Sick Accruals for 2016 - <FA FOS> Sick: Accruals for 2016,15-Dec-15,,,,,Green,Changes to FOS to be compliant with JCBA language,,,1223,1223,0
e3f829d420142f04a097137cbf3d3205,662d3f7123478ed16f6505474424d9ee,612822,FA Trip Trade TTS - Implement the trip trade program for FA,2-Jan-17,,,,,Not Started,"Complete the required coding changes to use the existing program for FA
Dependency on legality checker 
Reserve for day off training",,,1223,1223,0
8288e0f8cf173b282af548b9723eeafd,662d3f7123478ed16f6505474424d9ee,612823,Vacation  - <FA FOS> Change from trips missed to daily rate,1-Dec-16,,,,,Not Started,,,,1223,1223,0
12a90cdd14d0ecc1964d604ee22b5775,662d3f7123478ed16f6505474424d9ee,612824,Vacation  - <FA FOS> Eliminate 420 hr yearly req,1-Dec-16,,,,,Not Started,,,,1223,1223,0
01e34a67b2cb8397f686ba12c95c7d55,662d3f7123478ed16f6505474424d9ee,612825,Vacation  - <FA FOS> Misc,1-Dec-16,,,,,Not Started,,,,1223,1223,0
58fd9b7955496298ddd14d48f43fd708,662d3f7123478ed16f6505474424d9ee,612826,Vacation Bidding - Implement the external vacation bidding program for FAs,2-Oct-16,,,,,Not Started,"Implement the external vacation bidding program for FAs which has been implemented for LUS pilots in 2015
Complete the required coding changes to use the existing program for FA
Subtasks:
Implement changes in Vacation Bidding Program based on JCBA contract changes in Section 8
Implement changes in Flight Hub /Crew Services as required to implement Vacation Bidding program for FA
Implement the FOS changes to move the bidding and award process to an external system
Implement Crew Pay  changes for vacation FA JCBA Section 8
New field to display vacation seniority date",,,1223,1223,0
208bee2f11c643f041da18adb376ba2a,662d3f7123478ed16f6505474424d9ee,612827,Vacation Management - Implement the external vacation management program for FAs,31-Dec-16,,,,,Not Started,"Implement the external vacation management program for FAs which has been implemented for LUS pilots in 2015
Complete the required coding changes to use the existing program for FA
Subtasks:
Complete the required coding changes to comply with the  FA JCBA Section 8
Implement changes in Flight Hubs / Crew services as required to implement Vacation Management program for FA
Implement the FOS changes to move the bidding and award process to an external system
Complete the required coding changes to comply with the  FA JCBA Section 8",,,1223,1223,0
70030f7b219e3209f34c79330aa5381d,662d3f7123478ed16f6505474424d9ee,613403,"FOI - FA FOS - Per Diem for In Base Training, Sec. 4.A.4  (automation)",1-Mar-16,,,,,Not Started,,,,1223,1223,0
558c7fa187f562ff033452e7c6dd6d5e,662d3f7123478ed16f6505474424d9ee,612841,Business Readiness - Interface FOS to Cyborg payroll,31-Jan-17,,,,,Cancelled,"This is a duplicate to ""Payroll - CrewPay Interfaces""  so it's being cancelled
LUS pilots and FA crew info will be processed in FOS not CATS. Cyborg will need to be pay based upon FOS data
FA Business Readiness: Define process/ approach for calculating pay in Cyborg for pilots + flight attendants",,,1223,1223,0
5099b6ef90a858ac1a607927b2075011,662d3f7123478ed16f6505474424d9ee,612843,Business Readiness - LAA FA vacation seniority date In FOS,30-Nov-15,,,,,Cancelled,"This is a duplicate to ""New Vacation Seniority Days - <FA FOS> Vacation seniority dates for 2016 (Automation)""  so it's being cancelled",,,1223,1223,0
de42f4e1c9ef05efaa3a72f79d05c32c,662d3f7123478ed16f6505474424d9ee,605118,FOI Reason Code Expansion Table,31-May-16,,,,,Green,"Rock: FA
Project Objective/Scope:FA JCBA 120 days 
Group: 2 (Contractual Agreement)",,,1223,1223,0
8374bdd83a711516a47ab1c47f8fcc43,662d3f7123478ed16f6505474424d9ee,605119,Flight Attendant JCBA Scoping,1-Sep-15,,,,,Completed,"Rock: FA
Project Objective/Scope: Contractual agreement",,,1223,1223,0
33a69d51adde80e73917ed91a0b002fd,662d3f7123478ed16f6505474424d9ee,612828,FOI Data Migration - Migrate Crew data from LUS systems to FOS Phase 1,2-Oct-16,,,,,Not Started,"Subtasks:
Employee Information  (from CATS)
Employee Information  (from CATS)
Historical information for management of legalities and absences 
Accruals sick, vacation
FLMA records
Dependability records and performance issues",,,1223,1223,0
e8fc8e4424999354f16fcec412600f96,662d3f7123478ed16f6505474424d9ee,612829,FOI - FA End to end testing,1-Feb-17,,,,,Not Started,,,,1223,1223,0
115a9f5971b73af3a91cf60aa6cbe39c,662d3f7123478ed16f6505474424d9ee,612830,FOI - FA Crew IVR,31-Dec-16,,,,,Not Started,"Subtasks:
Account for any new additions or removals of responses from the FOS CREWS VXO 
Ensure there is capacity at the interface level for additional FA's
Any changes to IVR needs to be tested
Project objectives from ""Genesys infrastrucutre capacity assessment"": Evaluate existing genesys infrastructure to ensure we can accommodate the increase in transactions for FA",,,1223,1223,0
d122df90919fe5fbe4d89f5cdaee28f3,662d3f7123478ed16f6505474424d9ee,612831,FOI - KCM updates for Flight Attendants,30-Jun-16,,,,,Not Started,Interface and Testing effort for FA's communication,,,1223,1223,0
e99bdd21213db06496d2fa7b83262ade,662d3f7123478ed16f6505474424d9ee,612832,FOI - FA Crew Hotel Allocation and Transportation System changes,1-Jul-16,,,,,Not Started,Expansion to additional bases,,,1223,1223,0
5c8c1347fbbc814c2acf2682cd9101ec,662d3f7123478ed16f6505474424d9ee,612833,FOI - FA Crew Check-In (CCI),1-Jul-16,,,,,Not Started,CCI message enhancements for flight attendants,,,1223,1223,0
2bddbc0cdfc3138b8d59e12e7ddb6c79,662d3f7123478ed16f6505474424d9ee,612834,FOI Data Migration - Migrate Crew data from LUS systems to FOS Phase 2,2-Apr-17,,,,,Not Started,Repeated process to keep Static and dynamic data from CATS to FOS synchronized,,,1223,1223,0
69c786591cdf043f9e40b22235e5da65,662d3f7123478ed16f6505474424d9ee,612835,FOI - FA Operations Crew Monitor,2-Jul-16,,,,,Not Started,Subtasks: Development for legalities in accordance with JCBATesting alerts function as expectedMidrange app that HP supportsTool used by crew trackers today to look at legalities associated with crew membersTesting needed as bring LUS FAs inSome legality changes needed based on contract,,,1223,1223,0
bbd37c02042cb44aad98ea343e04b6bd,662d3f7123478ed16f6505474424d9ee,612836,FOI - FA Flight Allocation System changes,30-Dec-16,,,,,Not Started,Updates to FAS to faciliate PBS and other new crew scheduling systems ,,,1223,1223,0
a2463307b8469312041f34b11f8569d4,662d3f7123478ed16f6505474424d9ee,580648,FA JCBA 120 days - Vacation @ Daily Rate,1-May-15,,,,,Cancelled,"Rock: Flight Attendant
Group: 2 (Contractual Agreement)  - I do not believe this is a Group 2 item...Michelle Ladkin",,,1223,1223,0
c531c8074ce063e6582e3cc907836878,662d3f7123478ed16f6505474424d9ee,605086,FA JCBA 120 days - Holiday pay (3.J),1-Oct-15,,,,,Cancelled,"Rock: FA
Group: 2 (Contractual Agreement)",,,1223,1223,0
a7f608fbd79e64691a169f20e68d56f4,662d3f7123478ed16f6505474424d9ee,605087,"FA JCBA 120 days - Monthly sick leave (80/85 CAP removal), Sec 9.A",1-Jun-15,,,,,Completed,"Rock: FA
Group: 2 (Contractual Agreement)",,,1223,1223,0
3fa1172f381516fad424dfbd67b6c8d3,662d3f7123478ed16f6505474424d9ee,605089,FA JCBA 120 days - Training Pay (29.E),1-May-15,,,,,Completed,"Rock: FA
Group: 2 (Contractual Agreement)",,,1223,1223,0
44d775a46c98e7973ef6846addca4dea,662d3f7123478ed16f6505474424d9ee,605090,FA JCBA - VC - Transition to fiscal year,31-Aug-15,,,,,Completed,"Rock: FA
",,,1223,1223,0
7ec79084e4b49f60667406ccaddeea6b,662d3f7123478ed16f6505474424d9ee,605169,FA JCBA 120 days - Per Diem for IPD/NIPD 3.F.1 implementation LOA,29-May-15,,,,,Completed,Rock: FA,,,1223,1223,0
0b621c6f6a0e34abd6ac6260f838df31,662d3f7123478ed16f6505474424d9ee,605168,FA JCBA 120 days - Probation - LAA Sec 21.A.1,15-May-15,,,,,Cancelled,Rock: FA,,,1223,1223,0
6a404a2a8b4dcd1ad9b60d44d2aae0ab,662d3f7123478ed16f6505474424d9ee,605163,FA JCBA - Generate foreign language pay for DH FA holding language qual required for flight - 16.a,7-Oct-15,,,,,Completed,,,,1223,1223,0
d1048748ce323d05ef258f05dd2d9ce2,662d3f7123478ed16f6505474424d9ee,605162,FA JCBA 120 days - Allow make up & optional exchange sequence to be removed as sick - 9.d,16-Aug-15,,,,,Cancelled,Rock: FA,,,1223,1223,0
5fcf9ad2164bcb15262fbada9c8337b5,662d3f7123478ed16f6505474424d9ee,605107,"FA JCBA 120 days - APFA Per Diem for In Base Training, Sec. 4.A.4.",3-Aug-15,,,,,Cancelled,"Rock: FA
Project Objective/Scope: FA JCBA 120 days
Group: 2 (Contractual Agreement)",,,1223,1223,0
8b56a880c21b535f4b2774b9e68648c2,662d3f7123478ed16f6505474424d9ee,605108,FA JCBA 120 days - APFA Per Diem for Standby,14-Aug-15,,,,,Cancelled,"Rock: FA
Project Objective/Scope: FA JCBA 120 days",,,1223,1223,0
eff30edac5f4b579ad57d4132deb4efc,662d3f7123478ed16f6505474424d9ee,605109,FA JCBA 120 days - Purser/Lead/ Galley Premium - FOS Only Changes -Sec 3.C 05/02/2015,1-Jun-15,,,,,Completed,"Rock: FA
Project Objective/Scope: FA JCBA 120 days
Group: 2 (Contractual agreement)",,,1223,1223,0
ff580ab9db6b4f9853536d696f92dbdb,662d3f7123478ed16f6505474424d9ee,605110,FA JCBA 120 days - Purser/Lead/ Galley Premium - New Midrange Application -Sec 3.C05/02/2015,1-Jun-15,,,,,Completed,"Rock: FA
Project Objective/Scope: FA JCBA 120 days
Group: 2 (Contractual Agreement)",,,1223,1223,0
6937061d2cb6a817127d155955f1f262,662d3f7123478ed16f6505474424d9ee,605111,FA JCBA 120 days - Holding Time -Sec 3.D05/02/2015,29-Sep-15,,,,,Completed,"Rock: FA
Project Objective/Scope: FA JCBA 120 days
Group: 2 (Contractual Agreement)",,,1223,1223,0
e75b3f2ce5699646a29a3bdbc49fa1dc,662d3f7123478ed16f6505474424d9ee,605112,FA JCBA 120 days - Understaffing Pay - Sec 3.E05/02/2015,3-Aug-15,,,,,Completed,"Rock: FA
Project Objective/Scope: FA JCBA 120 days
Group: 2 (Contractual Agreement)",,,1223,1223,0
2a1047ecb11ca1d1e109da2a2e3b32a2,662d3f7123478ed16f6505474424d9ee,605113,FA JCBA 120 days - Foreign Language -Sec 3.I05/02/2015,1-Jul-15,,,,,Completed,"Rock: FA
Project Objective/Scope: FA JCBA 120 days
Group: 2 (Contractual Agreement)
???Sec 3.I.C -when not in Spkr Position???",,,1223,1223,0
